Unnamed: 0,Item Type,Publication Year,Author,Title,Publication Title,DOI,Url,Abstract Note,Keywords,Database,Citation,"Social Movements, politics, policy, and Activism",News,Mis/Disinformation,Social Stratification or Segregation,Economic sociology,Health,Other
468,journalArticle,2022.0,"Schuenemann, WJ; Brand, A; Koenig, T; Ziegler, J",Leveraging Dynamic Heterogeneous Networks to Study Transnational Issue Publics. The Case of the European COVID-19 Discourse on Twitter,FRONTIERS IN SOCIOLOGY,10.3389/fsoc.2022.884640,,"The ongoing COVID-19 pandemic constitutes a critical phase for the transnationalization of public spheres. Against this backdrop, we ask how transnational COVID-19 related online discourse has been throughout the EU over the first year of the pandemic. Which events triggered higher transnational coherence or national structuration of this specific issue public on Twitter? In order to study these questions, we rely on Twitter data obtained from the TBCOV database, i.e., a dataset for multilingual, geolocated COVID-19 related Twitter communication. We selected corpora for the 27 member states of the EU plus the United Kingdom. We defined three research periods representing different phases of the pandemic, namely April (1st wave), August (interim) and December 2020 (2nd wave) resulting in a set of 51,893,966 unique tweets for comparative analysis. In order to measure the level and temporal variation of transnational discursive linkages, we conducted a spatiotemporal network analysis of so-called Heterogeneous Information Networks (HINs). HINs allow for the integration of multiple, heterogeneous network entities (hashtags, retweets, @-mentions, URLs and named entities) to better represent the complex discursive structures reflected in social media communication. Therefrom, we obtained an aggregate measure of transnational linkages on a daily base by relating these linkages back to their geolocated authors. We find that the share of transnational discursive linkages increased over the course of the pandemic, indicating effects of adaptation and learning. However, stringent political measures of crisis management at the domestic level (such as lockdown decisions) caused stronger national structuration of COVID-19 related Twitter discourse.",MEDIA; Twitter; COVID-19; PATTERNS; discourse analysis; POWER; SITES; DISEASE; dynamic networks; European public sphere; heterogeneous information networks; transnationalization,WOS,,,,,,,,
520,journalArticle,2021.0,"Roy, Melissa; Moreau, Nicolas; Rousseau, Cécile; Mercier, Arnaud; Wilson, Andrew; Dozon, Jean-Pierre; Atlani-Duault, Laëtitia","Constructing Ebola martyrs, warriors, and saviours: online heroisation in a context of risk and unease.","Health, Risk & Society",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=149919939&site=ehost-live,"The perception of epidemic risk has been associated with the production of narratives in which figures such as villains and heroes emerge. This article critically analyzes social media users' construction of heroic figures during the 2013–2016 Ebola epidemic. We used international Twitter and Facebook comments as our raw material, collected by key word extraction. A thematic analysis resulted in a descriptive typology of three heroic figures: the martyr, the warrior, and the saviour. Our analysis showed that heroic status (highly associated with willingness to take high risks on behalf of others) was mostly conferred on common individuals and 'insiders' living in the Ebola-afflicted communities – often deemed 'unsung' – rather than the foreigners frequently heroised in previous crises. We deconstruct this heroisation dynamic, showing that it is a socially strategic move because it is embedded in a potential instrumentalization of heroes. First, this production of 'everyday heroes' may encourage the involvement of lay people in the epidemic response, by conveying that anyone can become a health hero. Second, we show that this heroisation process maintains the status quo by encouraging adherence to biomedical discourses, and by individualising the narrative and neglecting the structural changes needed to address the epidemic. Finally, we caution against discourses that seem socially 'progressive' but may be used as a smokescreen to hide discriminatory dynamics, and we recommend changes in communication strategies. [ABSTRACT FROM AUTHOR]",Social media; Twitter (Web resource); Thematic analysis; social media; Facebook (Web resource); Ebola; Ebola virus disease; Consumer attitudes; Courage; epidemic; health risk perception; Hero; Risk-taking behavior,SocIndex,,,,,,,,
550,journalArticle,2017.0,"Waisbord, S; Amado, A",Populist communication by digital means: presidential Twitter in Latin America,INFORMATION COMMUNICATION & SOCIETY,10.1080/1369118X.2017.1328521,,"In this paper, we analyze the uses of Twitter by populist presidents in contemporary Latin America in the context of the debates about whether populism truly represents a revolution in public communication - that is, overturning the traditional hierarchical model in favor of popular and participatory communication. In principle, Twitter makes it possible to promote the kind of interactive communication often praised in populist rhetoric. It offers a flattened communication structure in contrast to the top-down structure of the traditional legacy media. It is suitable for horizontal, unmediated exchanges between politicians and citizens. Our findings, however, suggest that Twitter does not signal profound changes in populist presidential communication. Rather, it represents the continuation of populism's top-down approach to public communication. Twitter has not been used to promote dialogue among presidents and publics or to shift conventional practices of presidential communication. Instead, Twitter has been used to reach out the public and the media without filters or questions. It has been incorporated into the presidential media apparatus as another platform to shape news agenda and public conversation. Rather than engaging with citizens to exchange views and listen to their ideas, populists have used Twitter to harass critical journalists, social media users and citizens. Just like legacy media, Twitter has been a megaphone for presidential attacks on the press and citizens. It has provided with a ready-made, always available platforms to lash out at critics, conduct personal battles, and get media attention.",Social media; POLITICAL COMMUNICATION; Twitter; FACEBOOK; political communication; populism; CANDIDATES; ELECTION CAMPAIGN; presidential communication; TWEETS,WOS,,,,,,,,
609,journalArticle,2020.0,"Vicari, S; Iannelli, L; Zurovac, E",Political hashtag publics and counter-visuality: a case study of #fertilityday in Italy,INFORMATION COMMUNICATION & SOCIETY,10.1080/1369118X.2018.1555271,,"In 2016 the Italian health ministry launched the 'Fertility Day' campaign, aimed at tackling Italy's low birth rate. Under the accusation of delivering sexist and racist messages, the campaign became a trending topic on Twitter, and a protest was launched to be held during Fertility Day. By applying a combination of digital methods and visual content analysis to the #fertilityday Twitter stream, this paper contributes to existing research on the deliberative strength of political hashtag publics, with a particular focus on their power structures, communication patterns and visual content use. Findings on gatekeeping dynamics downsize optimistic views on the democratising potential of Twitter's socio-technical infrastructure as they point to the emergence of online satirical media and 'tweetstars' - along with mainstream news media- as main producers of spreadable content, with ordinary users only surfacing when traditional media elites and new satirical actors lack or lose interest in the debate. Results confirm that political hashtag publics follow acute event communication patterns, with users highly engaged in retweeting and referencing external material and visual content playing a key role in these gatewatching practices. The transient counter-visuality - or critical stance - of tweets with user-manipulated images, however, also suggests that the deliberative potential of these publics is not easily sustainable over time.",Twitter; public sphere; Gatekeeping; hashtag publics; visual data; TWITTER; MEMES,WOS,,,,,,,,
640,journalArticle,2018.0,"Habel, P; Moon, R; Fang, A",News and information leadership in the digital age,INFORMATION COMMUNICATION & SOCIETY,10.1080/1369118X.2017.1346136,,"This paper examines information networks on social media to draw conclusions about influence relationships among members of the mass media. The project considers social networks and information patterns using Twitter data, first at the newspaper level and second at the journalist level. Using a computational approach, we look for evidence of elite-directed information flows, as well as exploring whether we find evidence of an increase in the democratization of newsmaking. This study finds that elite voices continue to dominate information networks in the digital age; however, it also finds evidence that information can move expeditiously from journalists in local and regional outlets to elite ones, and vice versa. We move further to explore the content of tweets among the journalist network, finding that there are substantial, direct interactions among elite and regional and local journalists. Our results taken together uncover new network patterns and provide a novel insight on the role of information technologies in newsmaking in the digital age.",social media; JOURNALISTS; COVERAGE; journalism; BIRDS; FEATHER; computational methods; imitation journalism; Information leadership; newsmaking; TWITTER; SETTING INFLUENCE; TRADITIONAL MEDIA,WOS,,,,,,,,
700,journalArticle,2020.0,"Metz, M; Kruikemeier, S; Lecheler, S","Personalization of politics on Facebook: examining the content and effects of professional, emotional and private self-personalization",INFORMATION COMMUNICATION & SOCIETY,10.1080/1369118X.2019.1581244,,"With the integration of social media in political communication repertoires, politicians now permanently campaign for support online. By promoting their personal agenda, politicians increasingly profile themselves independent from their associated parties on the web (i.e., self-personalization). By focusing on self-personalization as a multi-layered concept (i.e., professional, emotional, private self-personalization), this study investigates both the use and consequences of self-personalization on Facebook. A manual content analysis of politicians' Facebook posts (N = 435) reveals that self-personalization is indeed often used as a communication style on Facebook and is most often present in visual communication. Moreover, the study shows that the use of a more emotional and private style provides a beneficial tool for politicians' impression management. Publishing emotional and private content yields positive effects on audience engagement, suggesting audiences' demand for more intimate and emotional impressions of public figures on the web.",Social media; SOCIAL MEDIA; IMPACT; ONLINE; content analysis; Facebook; COMMUNICATION; PARTY; CAMPAIGN; AGE; GERMAN; communication style; personalization; TWITTER; CANDIDATE; user engagement,WOS,,,,,,,,
730,journalArticle,2015.0,"Kim, Yonghwan; Kim, Youngju; Lee, Joong Suk; Oh, Jeyoung; Lee, Na Yeon","Tweeting the public: journalists' Twitter use, attitudes toward the public's tweets, and the relationship with the public.","Information, Communication & Society",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=100099799&site=ehost-live,"This paper examines the associations between Korean journalists' perceived attitudes toward the public, their relationship with the public, and their Twitter activities. Reading and following the public's tweets was the most frequent activity for journalists on Twitter, followed by Twitter use for their personal life, the promotion of their and their organization's news stories, and job-related interaction activities with the public. Results also demonstrate that Korean journalists actively utilize the public's tweets for their news stories (e.g. as news sources). In addition, journalists' perceived usefulness of the public's tweets and perceived influence of the public's tweets are related to job-related interaction activities and their use of the public's tweets in their news stories. Importantly, journalists' perceived relationship with the public shows a positive association with their Twitter activities such as personal use, interaction with the public, and promotion activities on Twitter. The findings indicate that journalists utilize the public's tweets for their professional work and that public opinions on Twitter can be incorporated in news stories through the interaction between journalists and the public in the Twitter sphere. This exploratory study contributes to our understanding of the potential role of social media, Twitter, in particular, in information/news flow in the digital media environment, and also opens a potentially fruitful avenue for further investigations in this area. [ABSTRACT FROM AUTHOR]",Social media; Twitter (Web resource); Microblogs; Twitter; social media; Social interaction; Digital media; journalists; attitudes toward the public; relationship building/management; the public; Journalists -- Attitudes,SocIndex,,,,,,,,
760,journalArticle,2021.0,"Winter, Stephan; Neubaum, German; Stieglitz, Stefan; Ross, Björn",#Opinionleaders: a comparison of self-reported and observable influence of Twitter users.,"Information, Communication & Society",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=151818294&site=ehost-live,"Social media have become forums of discussions on political and societal debates in which individual users may forward information or influence others. While prior studies either employed network analyses or surveys to identify opinion leaders and their characteristics, the present investigation combines these two approaches to address the relationship between observable and self-perceived influence. For this purpose, a retweet network of Twitter communication on the Brexit debate (N = 15,018) was analyzed in relation to a survey on motives and personality traits that was filled out by a subsample of active users (N = 98). Results showed that users' eigenvector centrality (as a measure of influence in the network) was significantly related to their political interest and their number of followers, but not to self-perceived opinion leadership. According to a comparison of self-assessment and network position, those with stronger motivations to distribute relevant information tended to overestimate their influence in the network. Implications for the identification of opinion leaders are discussed. [ABSTRACT FROM AUTHOR]",Social media; Twitter Inc.; Microblogs; Twitter; Personality; Political debates; network analysis; Trend setters; motivations; opinion leadership; opinion expression; Two-step flow; Telecommunication systems; Self-evaluation,SocIndex,,,,,,,,
790,journalArticle,2019.0,"Proferes, Nicholas; Summers, Ed",Algorithms and agenda-setting in Wikileaks' #Podestaemails release.,"Information, Communication & Society",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=138320766&site=ehost-live,"In the month before the 2016 U.S. Presidential election, Wikileaks released 37 serialized batches of e-mails authored by former Clinton campaign manager John Podesta. Each release was announced using a unique PodestaEmail related hashtag (#PodestaEmails2, #PodestaEmails3, etc.). In total, Podesta e-mail related hashtags hit town-wide, country-wide, or worldwide Trending topics lists a total of 1,917 times, remaining on Trending Topic lists everyday within the U.S. for 30 days before election day. In this article, we discuss how Wikileaks' release methodology increased the potential reach of Podesta E-mail related content. We describe how Wikileaks' tweets spoke to two audiences: Twitter users and Twitter algorithms. In serializing its content and using new hashtags for each release, Wikileaks increased the potential persistence, visibility, spreadability, and searchability of this content. By creating the possibility for this content to remain persistently visible on the Trending Topics list, Wikileaks was able to potentially realize a greater degree of agenda-setting than would have been possible through singular hashtag use. [ABSTRACT FROM AUTHOR]","Twitter; social media; Tags (Metadata); Email hacking; Algorithms; Email; WikiLeaks (Organization); United States presidential election, 2016; agenda-setting; Election Day; Podesta, John, 1949-; sociotechnical systems; Sociotechnical systems; Wikileaks",SocIndex,,,,,,,,
820,journalArticle,2013.0,"Christensen, Christian",WAVE-RIDING AND HASHTAG-JUMPING.,"Information, Communication & Society",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=87844699&site=ehost-live,"With the description of the 2012 election as the ‘most tweeted’ political event in US history in mind, considering the relative media invisibility of the so-called ‘third-party’ presidential candidates in the US election process, and utilizing the understanding of retweeting as conversational practice, the purpose of this paper is to examine the use of Twitter by the four main ‘third-party’ US presidential candidates in the run-up to the 2012 presidential election in order to better understand (1) the volume of tweets produced by the candidates; (2) the level of interaction by followers in the form of retweeting candidate/party tweets; and, (3), the subject and content of the tweets most retweeted by followers of the respective parties. The ultimate goal of the paper is to generate a broader picture of how Twitter was utilized by minority party candidates, as well as identifying the issues which led followers (and their respective followers) to engage in the ‘conversational’ act of retweeting. [ABSTRACT FROM AUTHOR]","Twitter (Web resource); Microblogs; twitter; United States; social media; Social interaction; Political communication; politics; media studies; Presidential candidates; third party; United States presidential election, 2012",SocIndex,,,,,,,,
850,journalArticle,2020.0,"Joel-Edgar, Sian; Holme, Ingrid; Aramo-Immonen, Heli",The questioning lens as research tool: the social shaping of network visualisation boundaries in the case of the UK junior doctors' contract dispute.,"Information, Communication & Society",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=140852684&site=ehost-live,"Social media and the data it produces lend itself to being visualised as a network. Individual Twitter users can be represented as nodes and retweeted by another Twitter user, thereby forming a relationship, an edge, between users. However, an unbounded network is a sprawling mass of nodes and edges. Boundary settings are typically applied, for example, a time period, a hashtag, a keyword search or a network substructure of a phenomenon of interest. Thus, the particular visualisation created is dependent upon the boundaries applied, enabling productive visual consumption, but concealing its social shaping. To explore this question of boundary setting and its associated issues, we draw on an example from the Twitter discussions about the UK Minister for Health, Jeremy Hunt, and the media debate surrounding the contractual hours of junior doctors during 2015–2016. We discuss the role and impact differing stakeholders have in setting these boundaries. We seek to provide a set of 'questioning lenses' in which we ask why these boundary settings were selected, what effect they have, and what are the potential implications of these boundary setting techniques on the visualisation consumer. [ABSTRACT FROM AUTHOR]","Social networks; United Kingdom; social network analysis; Social science research; Physicians; Visualization; data analytics; Hunt, Jeremy, 1966-; Information visualisation; Keyword searching; medical sociology; Questioning",SocIndex,,,,,,,,
880,journalArticle,2016.0,"Duff, Alistair S.",Rating the revolution: Silicon Valley in normative perspective.,"Information, Communication & Society",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=116123126&site=ehost-live,"Silicon Valley, California – home of Apple, Facebook, Twitter, Google, and so on – is widely regarded as the epicentre of the information revolution. However, it is not just a technical or economic phenomenon; it has also made a social revolution. The article evaluates Silicon Valley from a normative perspective, seeking to identify its real societal impact, negative as well as positive. A select review of significant literature is followed by exposition of primary data, based on in situ face-to-face interviews with Valley occupants; these range from the chief technology officer of a global brand to a homeless, unemployed Vietnam War veteran. The article organises its findings under three headings: the nature of information revolution; iCapitalism as a new technoeconomic synthesis; and the normative crisis of the information society. It concludes with a warning about ongoing attempts to clone Silicon Valley around the world. [ABSTRACT FROM AUTHOR]","Twitter (Web resource); Facebook (Web resource); ICTs; political economy; Social revolution; social theory; Apple Inc.; information society; Silicon Valley; Silicon Valley (Santa Clara County, Calif.); surveillance/privacy",SocIndex,,,,,,,,
910,journalArticle,2018.0,"Armstrong, Crystal; Butcher, Charity",Digital Civil Society: How Nigerian NGOs Utilize Social Media Platforms.,"International Journal of Politics, Culture & Society",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=131050260&site=ehost-live,"Non-governmental organizations (NGOs) have the potential to contribute to a vibrant civil society and build social capital within countries, but the potential for social media to support these connections is unclear, particularly in the developing world. Building social capital requires constructing relationships between people, and social media will be most likely to accomplish this when it is used in an interactive way. Previous research has considered the issue of interactivity and social media usage in Western countries like the USA, but no research has focused on these issues within the developing world. Our paper explores the degree to which Nigerian NGOs are utilizing social media tools, such as Facebook and Twitter, in ways that are more interactive in nature, and thus in ways that are more likely to build robust and reciprocal relations. Utilizing a new coding scheme created by the authors and data on the use of Facebook and Twitter by 1988 Nigerian NGOs and the level of interactivity of tweets from 151 of these NGOs, we find that while few NGOs in Nigeria appear to utilize social media, those that do are more interactive in their usage than expected. [ABSTRACT FROM AUTHOR]",Social media; Twitter (Web resource); Twitter; Nigeria; Facebook (Web resource); Conflict management; Civil society; Social capital; NGOs; Nongovernmental organizations,SocIndex,,,,,,,,
940,journalArticle,2020.0,"Hayat, Tsahi; Galily, Yair; Samuel-Azran, Tal",Can celebrity athletes burst the echo chamber bubble? The case of LeBron James and Lady Gaga.,International Review for the Sociology of Sport,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=144725266&site=ehost-live,"This study examines the case of basketball superstar LeBron James, who openly identifies as a liberal. Our analysis of LeBron James' Twitter profile revealed normal distribution between liberals and conservatives following his account. We then compared James' followers' distribution to those of the singer Lady Gaga and liberal-tilting sport network ESPN and found that James' followers' distribution represented the most diverse distribution of the three accounts. We further found that James was the only liberal source in most of his conservative followers' profiles. The findings highlight the potency of celebrity athletes to narrow the trend of political polarization. [ABSTRACT FROM AUTHOR]","Twitter; Echo; echo chamber; Celebrities; political polarization; Athletes; celebrity athlete; Gaussian distribution; James, LeBron, 1984-; Lady Gaga, 1986-; LeBron James",SocIndex,,,,,,,,
970,journalArticle,2012.0,"Comunello, Francesca; Anzera, Giuseppe",Will the revolution be tweeted? A conceptual framework for understanding the social media and the Arab Spring.,Islam & Christian-Muslim Relations,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=82153309&site=ehost-live,"The goal of this article is to build a conceptual framework for understanding the role of social media in the so-called ‘Arab Spring’, considering two different disciplinary perspectives: International Relations and Internet Studies. More specifically, it relies on literature on Middle Eastern political systems and on social network sites. It also refers to literature that examines the relationship between (social) media engagement and civic engagement. Building on this foundation, the article analyses the main attempts to evaluate the ‘impact’ of social media on the ‘Arab Spring’ from specific perspectives. Commentators have tended to adopt a dichotomous vision of the topic, either emphasizing the ‘revolutionary’ role of social media or totally minimizing its role; this article defines them as digital evangelists and techno-realists respectively. In order to prove their point of view, both sides focus on the same issues. The study critically analyses the main issues, discussing how they have been interpreted by both digital evangelists and techno-realists. Through a multidisciplinary framework, it proposes a more nuanced picture of the relationship between the social media and the ‘Arab Spring’. [ABSTRACT FROM AUTHOR]","Social media; Microblogs; social media; Arab Spring; Political systems; Arab countries; Arab Spring Uprisings, 2011-; international relations; digital evangelists; internet studies; Islam & international relations; Service learning; techno-realists",SocIndex,,,,,,,,
1000,journalArticle,2013.0,"Theriot, Matthew T.",From the Guest Editor.,Journal of Baccalaureate Social Work,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=89596237&site=ehost-live,"An introduction to the journal is presented in which the editor discusses various articles published within the issue including one by Jessica Ritter on a new approach for teaching policy to millennial Bachelor of Social Work (BSW) students, one by Laurel Iverson Hitchcock and Andrew Battista on the use of Twitter as a tool for helping students develop skills and one by Jessica Averitt Taylor, Caroline Macke and James Taylor on the benefits of team-based learning as a teaching method.",Learning; Social work students; Teaching,SocIndex,,,,,,,,
1031,journalArticle,2019.0,"Adams, Nikki; Artigiani, Eleanor Erin; Wish, Eric D.",Choosing Your Platform for Social Media Drug Research and Improving Your Keyword Filter List.,Journal of Drug Issues,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=136931473&site=ehost-live,"Social media research often has two things in common: Twitter is the platform used and a keyword filter list is used to extract only relevant Tweets. Here we propose that (a) alternative platforms be considered more often when doing social media research, and (b) regardless of platform, researchers use word embeddings as a type of synonym discovery to improve their keyword filter list, both of which lead to more relevant data. We demonstrate the benefit of these proposals by comparing how successful our synonym discovery method is at finding terms for marijuana and select opioids on Twitter versus a platform that can be filtered by topic, Reddit. We also find words that are not on the U.S. Drug Enforcement Agency (DEA) drug slang list for that year, some of which appear on the list the subsequent year, showing that this method could be employed to find drug terms faster than traditional means. [ABSTRACT FROM AUTHOR]",Social media; social media; machine learning; Social science research; Keywords; Drug control; Filters & filtration; keyword filter list; synonym detection; United States. Drug Enforcement Administration,SocIndex,,,,,,,,
1060,journalArticle,2021.0,"Das, Anwesha",How has the coronavirus (COVID-19) pandemic affected global emoji usage?,Journal of Human Behavior in the Social Environment,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=149729453&site=ehost-live,"Over the past few decades, emojis have emerged as a popular form of non-linguistic expression in computer-mediated communication. Various factors have been known to affect emoji usage patterns (such as age, gender, platform diversity etc.). The aim of the current study is to explore if the onset of the coronavirus pandemic (2019–20) has affected emoji usage patterns across various countries. The present study was conducted on two sets of tweets, collected before (July, 2019) and during the pandemic (March, 2020). The results suggest that although the usage of specific emojis has not changed noticeably (that is, the popular emojis mostly remained the same), the emoji density (average number of emojis per tweet) and the relative popularity of specific emojis have changed. This could potentially point toward a sense of insufficiency of emojis to express the sentiments associated with the pandemic. [ABSTRACT FROM AUTHOR]",COVID-19; COVID-19 pandemic; Communication; Emotions; pandemic; Age distribution; Sex distribution; Nonverbal communication; Algorithms; emoji; coronavirus; Interpersonal relations; CMC; Emoticons & emojis; Facial expression,SocIndex,,,,,,,,
1090,journalArticle,2016.0,"Ndumbe-Eyoh, Sume; Mazzucco, Agnes","Social media, knowledge translation, and action on the social determinants of health and health equity: A survey of public health practices.",Journal of Public Health Policy,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=119808277&site=ehost-live,"The growth of social media presents opportunities for public health to increase its influence and impact on the social determinants of health and health equity. The National Collaborating Centre for Determinants of Health at St. Francis Xavier University conducted a survey during the first half of 2016 to assess how public health used social media for knowledge translation, relationship building, and specific public health roles to advance health equity. Respondents reported that social media had an important role in public health. Uptake of social media, while relatively high for personal use, was less present in professional settings and varied for different platforms. Over 20 per cent of those surveyed used Twitter or Facebook at least weekly for knowledge exchange. A lesser number used social media for specific health equity action. Opportunities to enhance the use of social media in public health persist. Capacity building and organizational policies that support social media use may help achieve this. [ABSTRACT FROM AUTHOR]",Social media; Twitter (Web resource); Communication; Public health; social media; Facebook (Web resource); communication; public health; health equity; knowledge translation; social determinants of health,SocIndex,,,,,,,,
1120,journalArticle,2015.0,"Schmittel, A; Sanderson, J",Talking About Trayvon in 140 Characters: Exploring NFL Players' Tweets About the George Zimmerman Verdict,JOURNAL OF SPORT & SOCIAL ISSUES,10.1177/0193723514557821,,"This research explored how National Football League (NFL) players used Twitter to discuss the verdict in the George Zimmerman murder trial in the immediate aftermath of its announcement. A textual analysis, using constant comparative procedures of 465 tweets from 125 NFL players, was conducted. Results revealed that players discussed the case in the following ways: (a) anticipation, (b) disbelief, (c) critiques of the American Justice System, (d) social commentary, (e) condolences and support, (f) responding to fans, and (g) freedom of speech arguments. The results suggest that Twitter is a viable mechanism for African American and other minority athletes to engage in activism and initiate important conversations about social justice issues. Although empowering, this also may create conflict for team personnel and fans who may be uncomfortable with athletes using Twitter to question structures that favor Whiteness.",identity; social justice; RACE; ACTIVISM; activism; race and sport; sport and Twitter; COLOR,WOS,,,,,,,,
1150,journalArticle,2019.0,"Hipp, John R.; Bates, Christopher; Lichman, Moshe; Smyth, Padhraic",Using Social Media to Measure Temporal Ambient Population: Does it Help Explain Local Crime Rates?,JQ: Justice Quarterly,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=136822260&site=ehost-live,"A challenge for studies assessing routine activities theory is accounting for the spatial and temporal confluence of offenders and targets given that people move about during the daytime and nighttime. We propose exploiting social media (Twitter) data to construct estimates of the population at various locations at different times of day, and assess whether these estimates help predict the amount of crime during two-hour time periods over the course of the day. We address these questions using crime data for 97,428 blocks in the Southern California region, along with geocoded information on tweets in the region over an eight month period. The results show that this measure of the temporal ambient population helps explain the level of crime in blocks during particular time periods. The use of social media data appear promising for testing various implications of routine activities and crime pattern theories, given their explicit spatial and temporal nature. [ABSTRACT FROM AUTHOR]",Social media; Crime victims; social media; Crime statistics; Criminal methods; ambient population; Crime prevention; routine activities; spatial crime,SocIndex,,,,,,,,
1180,journalArticle,2015.0,"Jang, S. Mo; Pasek, Josh",Assessing the Carrying Capacity of Twitter and Online News.,Mass Communication & Society,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=109420869&site=ehost-live,"Communication theorists have long presumed that the capacity of mass media was essentially fixed. This study investigates the relevance of this assumption in the digital environment, where production and broadcasting capacities have become nearly infinite. Examining 2 years of data from Twitter and electronic databases of news articles revealed some differences in the nature of constraint in the two environments. The daily volume of Twitter was more variable than online news coverage once cyclical factors were controlled. Interestingly, the volume of Twitter did not always increase in response to key events. [ABSTRACT FROM AUTHOR]",Social media; Twitter (Web resource); Databases; Electronic publications; Agenda setting theory (Communication); Electronic newspapers; Information theory,SocIndex,,,,,,,,
1210,journalArticle,2021.0,"Horky, T; Grimmer, CG; Theobalt, C",Social personalities in sports: an analysis of the differences in individuals' self-presentation on social networks,MEDIA CULTURE & SOCIETY,10.1177/0163443720960922,,"People use the various social media very differently. And such activity clearly demonstrates how usage establishes notably differentiated characters and behaviours. This article bases itself on Goffman to apply his theory on people's self-presentation to the field of social networks and to analyse such behaviour through various examples. Accordingly, we have quantitively and qualitatively investigated social media accounts on Facebook, Twitter and Instagram for 15 people in Germany from three different areas (sports, media/entertainment and politics). Our results allow us to determine clear differences in usage of different social media channels between the groups of people, but also among the sportspersons, above all regarding extent, way used or authenticity. We, therefore, advocate in future discussing multiple social personalities in social media instead of the appearance on it.",ONLINE; social media; politics; entertainment; qualitative content analysis; quantitative content analysis; self-representation; social personalities; sports,WOS,,,,,,,,
1240,journalArticle,2020.0,"Anderson, Emily R",The narrative that wasn't: what passes for discourse in the age of Trump.,"Media, Culture & Society",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=142293286&site=ehost-live,"This article considers political discourse and the role it played in the 2016 US presidential election while paying particular attention to its construction of narrative. Foucault's understanding of discourse and power frames the argument that Donald Trump successfully abandoned political narratives. Instead, he often used idiosyncratic language, instances in which the surface of a statement outshines its content. These normally appear in Trump's tweets and culminate in his invective against the 'fake news' media. In order to respond to Trump, his interlocutors must posit a premise and then refute it; in even granting that there is a premise, one must take Trump on his own terms. Trump thus disrupts the direction of traditional discursive power. [ABSTRACT FROM AUTHOR]","Twitter; social media; Trump; Mass media; Discourse; media; Narratives; politics; narrative; Trump, Donald, 1946-; United States presidential election, 2016; Fake news",SocIndex,,,,,,,,
1270,journalArticle,,"Schneiker, Andrea; Dau, Magnus; Joachim, Jutta; Martin, Marlen; Lange, Henriette",Hiding in plain sight: Private military and security companies’ use of Twitter as a distraction tool,"Media, War & Conflict",10.1177/1750635218810912,https://doi-org.ezproxy.lib.utexas.edu/10.1177/1750635218810912,"Private military and security companies (PMSCs) have an image problem. They are frequently called “mercenaries” or “dogs of war”, due to recurring scandals involving some of these companies, such as human rights violations, fraud and waste. Scholars have analysed the strategies that PMSCs use to distance themselves from such negative labels and to boost their image by studying the companies’ websites and advertisements. What is missing so far, however, is an analysis of how PMSCs use social media networking sites in order to present themselves in a positive light. In this article, the authors contribute to filling this gap. Based on assumptions generated with the help of literature on PMSCs, on the one hand, and on business communication and social media, on the other, they analysed the Twitter accounts of 58 PMSCs by using both quantitative and qualitative methods. Their findings suggest that PMSCs use Twitter similar to more generic companies: (1) to promote their own services and products, and (2) to monitor what others say about them. However, Twitter also serves a further purpose for PMSCs not acknowledged thus far. It helps to distract from what these companies are actually doing. Rather than engaging in more or less similar strategies as the literature on corporations’ social media use conveys, the functions of different platforms appear to vary across industries. In the case of PMSCs, their particular use of Twitter can be attributed to the sensitive nature of the security services they provide.",,SAGE,,,,,,,,
