Row,Item Type,Publication Year,Author,Title,Publication Title,DOI,Url,Abstract Note,Keywords,Database,Citation,"Social Movements, politics, policy, and Activism",News,Mis/Disinformation,Social Stratification or Segregation,Economic sociology,Health,Other
1898,journalArticle,2012,"Murthy, Dhiraj",Towards a Sociological Understanding of Social Media: Theorizing Twitter.,Sociology,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=84490903&site=ehost-live,"This article presents the first steps towards a sociological understanding of emergent social media. This article uses Twitter, the most popular social media website, as its focus. Recently, the social media site has been prominently associated with social movements in Libya, Egypt, Tunisia, and Algeria. Rather than rush to breathlessly describe its novel role in shaping contemporary social movements, this article takes a step back and considers Twitter in historical and broad sociological terms. This article is not intended to provide empirical evidence or a fully formed theoretical understanding of Twitter, but rather to provide a selected literature review and a set of directions for sociologists. The article makes connections specifically to Erving Goffman’s interactionist work, not only to make the claim that some existing sociological theory can be used to think critically about Twitter, but also to provide some initial thoughts on how such theoretical innovations can be developed. [ABSTRACT FROM PUBLISHER]",Social media; Twitter (Web resource); Social psychology; Twitter; social media; Social interaction; Social movements; computer-mediated technology; Goffman; self-production; Sociology,SocIndex,496,,,,,,,
964,journalArticle,2020,"Pulido, CM; Villarejo-Carballido, B; Redondo-Sama, G; Gomez, A",COVID-19 infodemic: More retweets for science-based information on coronavirus than for false information,INTERNATIONAL SOCIOLOGY,10.1177/0268580920914755,,"The World Health Organization has not only signaled the health risks of COVID-19, but also labeled the situation as infodemic, due to the amount of information, true and false, circulating around this topic. Research shows that, in social media, falsehood is shared far more than evidence-based information. However, there is less research analyzing the circulation of false and evidence-based information during health emergencies. Thus, the present study aims at shedding new light on the type of tweets that circulated on Twitter around the COVID-19 outbreak for two days, in order to analyze how false and true information was shared. To that end, 1000 tweets have been analyzed. Results show that false information is tweeted more but retweeted less than science-based evidence or fact-checking tweets, while science-based evidence and fact-checking tweets capture more engagement than mere facts. These findings bring relevant insights to inform public health policies.",COVID-19; social media; coronavirus; Communicative content analysis; infodemic; social media analytics; MISINFORMATION; EBOLA,WOS,470,,,,,,,
915,journalArticle,2013,"Bruns, Axel; Stieglitz, Stefan",Towards more systematic Twitter analysis: metrics for tweeting activities.,International Journal of Social Research Methodology,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=85750330&site=ehost-live,"Twitteris an important and influential social media platform, but much research into its uses remains centred around isolated cases – e.g. of events in political communication, crisis communication, or popular culture, often coordinated by shared hashtags (brief keywords, prefixed with the symbol ‘#’). In particular, a lack of standard metrics for comparing communicative patterns across cases prevents researchers from developing a more comprehensive perspective on the diverse, sometimes crucial roles which hashtags play inTwitter-based communication. We address this problem by outlining a catalogue of widely applicable, standardised metrics for analysingTwitter-based communication, with particular focus on hashtagged exchanges. We also point to potential uses for such metrics, presenting an indication of what broader comparisons of diverse cases can achieve. [ABSTRACT FROM AUTHOR]",Social media; Twitter (Web resource); Twitter; hashtags; social media; metrics; Public communication; Information sharing; communicative exchanges; Hashing,SocIndex,457,,,,,,,
1365,journalArticle,2014,"Parmelee, John H",The agenda-building function of political tweets.,New Media & Society,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=95394339&site=ehost-live,"This article expands the scope of agenda-building research, which has traditionally focused on the ability of press releases, press conferences, and political ads to influence media coverage. In-depth interviews with political reporters and editors at US newspapers during the 2012 campaign found that tweets from political leaders are used by journalists in ways that suggest first- and second-level agenda building. Participants gave examples of how political tweets have shaped their coverage in terms of the events they cover, the sources they interview, the quotes they use, and the background information they rely on to decide how to cover an issue. In addition, political tweets that contribute the most to coverage tend to have several elements in common. [ABSTRACT FROM PUBLISHER]",Social media; Twitter; Political campaigns; Journalism; agenda building; 2012 campaign; in-depth interviews; political journalists; Press influence; Public relations & politics,SocIndex,454,,,,,,,
2004,journalArticle,2011,"Fuchs, Christian","Web 2.0, Prosumption, and Surveillance.",Surveillance & Society,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=58656928&site=ehost-live,"""Web 2.0"" platforms such as YouTube, MySpace, Facebook, Flickr, and Twitter that focus on data sharing, communication, community, and co-production have become very popular. It is therefore important to understand the economic organization of these platforms. The discussion of surveillance in web 2.0 is important because such platforms collect huge amounts of personal data in order to work. In this paper, first the example of Google Buzz is discussed. Next, a model that conceptualizes the cycle of capital accumulation and distinguishes between production and circulation of capital is introduced, after which the role of surveillance in web 2.0 is outlined based on the cycle of capital accumulation. The notions of the Internet prosumer commodity and web 2.0 surveillance are introduced in order to characterize the relationship of production, consumption, and surveillance on web 2.0. [ABSTRACT FROM AUTHOR]",Online social networks; Internet; Web 2.0; Modern society; Electronic surveillance,SocIndex,445,,,,,,,
276,journalArticle,2010,"Murthy, Dhiraj",Twitter: Microphone for the Masses?,Conference Papers -- American Sociological Association,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=86646337&site=ehost-live,"Curt social exchange has become the norm with messages on Twitter, the popular social media website where individuals respond to the question 'What's happening' with a maximum of 140 characters. These messages, known as 'tweets', can be sent by cell phone (as a text message), through the Internet, and through mobile Internet devices. Anyone with a cell phone or Internet access can be a regular Twitter user. Because of this diversity of contributors, news gathered from Twitter is considered by some to be less biased and more 'real' than other mediums. This paper examines the site's role in being the first to report on the Mumbai bomb blasts in 2008 and the downed US Airways flight in 2009 as case studies. This paper also explores the question of whether Twitter has transformed ordinary individuals into 'empowered' citizen journalists or whether their voices are merely subsumed by traditional media. Rather than selectively condemning Twitter as dumbed down or, on the other hand, praising it as profound, this paper poses important questions which explore the possibilities and pitfalls of this new medium and its impacts on social life. Lastly, the paper emphasizes that Twitter is a technology which is socially constituted and digital divides and social inequalities which exist offline persist online, stratifying both access to Twitter and the information flowing on the medium. [ABSTRACT FROM AUTHOR]",Social media; Twitter (Web resource); United States; Airline industry; Social exchange,SocIndex,439,,,,,,,
665,journalArticle,2014,"Bennett, WL; Segerberg, A; Walker, S",Organization in the crowd: peer production in large-scale networked protests,INFORMATION COMMUNICATION & SOCIETY,10.1080/1369118X.2013.870379,,"How is crowd organization produced? How are crowd-enabled networks activated, structured, and maintained in the absence of recognized leaders, common goals, or conventional organization, issue framing, and action coordination? We develop an analytical framework for examining the organizational processes of crowd-enabled connective action such as was found in the Arab Spring, the 15-M in Spain, and Occupy Wall Street. The analysis points to three elemental modes of peer production that operate together to create organization in crowds: the production, curation, and dynamic integration of various types of information content and other resources that become distributed and utilized across the crowd. Whereas other peer-production communities such as open-source software developers or Wikipedia typically evolve more highly structured participation environments, crowds create organization through packaging these elemental peer-production mechanisms to achieve various kinds of work. The workings of these production packages' are illustrated with a theory-driven analysis of Twitter data from the 2011-2012 US Occupy movement, using an archive of some 60 million tweets. This analysis shows how the Occupy crowd produced various organizational routines, and how the different production mechanisms were nested in each other to create relatively complex organizational results.",MEDIA; ONLINE; connective action; Occupy; communication as organization; crowd organization; peer production,WOS,435,,,,,,,
546,journalArticle,2013,"Highfield, T; Harrington, S; Bruns, A",TWITTER AS A TECHNOLOGY FOR AUDIENCING AND FANDOM: The #Eurovision phenomenon,INFORMATION COMMUNICATION & SOCIETY,10.1080/1369118X.2012.756053,,"Amongst the most prominent uses of Twitter is its role in the discussion of widely televised events: Twitter's own statistics for 2011, for example, list major entertainment spectacles (the MTV Music Awards and the BET Awards) and sports matches (the UEFA Champions League final and the FIFA Women's World Cup final) amongst the events generating the most tweets per second during the year. During such major media events, Twitter is used most predominantly as a technology of fandom: it serves as a backchannel to television and other streaming audiovisual media, enabling users offer their own running commentary on the universally shared media text of the event as it unfolds live. This article examines the use of Twitter as a technology for the expression of shared fandom in the context of a major, internationally televised annual media event: the Eurovision Song Contest. Our analysis draws on comprehensive data sets for the official' event hashtags, #eurovision, #esc, and #sbseurovision. Using innovative methods that combine qualitative and quantitative approaches to the analysis of Twitter data sets containing several hundreds of thousands, overall patterns of participation to discover how audiences express their fandom throughout the event are examined. Such analysis is able to provide a unique insight into the use of Twitter as a technology for fandom and for what in cultural studies research is called audiencing': the public performance of belonging to the distributed audience for a shared media event. The work points to Twitter as an important new medium facilitating the connection and communion of fans.",Twitter; social media; television; audiencing; Eurovision; fandom; SONG CONTEST,WOS,431,,,,,,,
261,journalArticle,2013,"DiGrazia, Joseph; McKelvey, Karissa; Rojas, Fabio; Bollen, Johan","MORE TWEETS, MORE VOTES: THE LINK BETWEEN TWITTER AND THE 2010 CONGRESSIONAL ELECTIONS.",Conference Papers -- American Sociological Association,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=111792805&site=ehost-live,"There is a substantial debate about the correlation between online political discussion and offline election results. We contribute to this literature with an analysis of the 2010 Congressional elections. Using data from 406 districts with two major party nominees and an extremely large data set of tweets from the months leading up to the 2010 election, we find that for races in the House of Representatives, there is a statistically significant effect of tweets that mention candidates' names and the final vote tally for that race even controlling for other factors typically used to study congressional election outcomes. Thus, the discussion of a candidate by a large online community is an indicator of a larger, positive interest in the candidate. [ABSTRACT FROM AUTHOR]",,SocIndex,417,,,,,,,
1679,journalArticle,2014,"Tremayne, M",Anatomy of Protest in the Digital Era: A Network Analysis of Twitter and Occupy Wall Street,SOCIAL MOVEMENT STUDIES,10.1080/14742837.2013.830969,,"Two months before the first Occupy Wall Street (OWS) protest in September 2011, activists were using Twitter to organize and spread the movement. In this study, the earliest Twitter messages regarding # OccupyWallStreet were subjected to network analysis to answer these questions: What were the central hubs in the OWS discourse on Twitter in the summer of 2011? How did OWS emerge from among several social movement organizations to lead a nationwide series of demonstrations? What were the key points in the Twitter dialogue that aided the process of scale shift? By addressing these questions, this research connects social movement concepts with network centrality measures to provide a clearer picture of movements in the digital era.",MEDIA; ONLINE; Twitter; social media; COLLECTIVE ACTION; social movements; diffusion; Network analysis; Occupy Wall Street; scale shift; social networking,WOS,413,,,,,,,
598,journalArticle,2017,"Ernst, N; Engesser, S; Buchel, F; Blassnig, S; Esser, F",Extreme parties and populism: an analysis of Facebook and Twitter across six countries,INFORMATION COMMUNICATION & SOCIETY,10.1080/1369118X.2017.1329333,,"Parties are adapting to the new digital environment in many ways; however, the precise relations between populist communication and social media are still hardly considered. This study compares populist communication strategies on Twitter and Facebook employed by a broad spectrum of left-wing, center, and right-wing political actors in six Western democracies. We conduct a semi-automated content analysis of politicians' social media statements (N=1400) and find that populism manifests itself in a fragmented form and is mostly used by political actors at the extremes of the political spectrum (both right-wing and left-wing), by opposition parties, and on Facebook.",SOCIAL MEDIA; POLITICAL COMMUNICATION; social media; content analysis; DISCOURSE; politics; DEMOCRACY; PEOPLE; GOVERNMENT; LEADERS; MEDIATIZATION; online communication; OPPOSITION; opposition party; Populist communication; SWITZERLAND,WOS,405,,,,,,,
701,journalArticle,2017,"Engesser, S; Fawzi, N; Larsson, AO",Populist online communication: introduction to the special issue,INFORMATION COMMUNICATION & SOCIETY,10.1080/1369118X.2017.1328525,,"Populism continues to gain traction in politics but there has been relatively little research on how it plays out on the Internet. The special issue at hand aims at narrowing this gap of research by focusing on the close relation between populism and online communication. This introduction presents an integrative definition of populism, as well as a theoretical analysis of the interplay between populist communication logic and online opportunity structures. The individual contributions discuss how populist actors may benefit from the Internet. They analyze how political leaders and extreme parties use populist online communication. The authors also shed light on how populist movements may relate to various political parties. They finally demonstrate which groups of social media users are more susceptible to populism than others and what effects populist online communication may have on citizens. We hope that this special issue will contribute to the discussion on what is arguably one of the largest political challenges currently faced by a series of nations around the globe.",ENGAGEMENT; SOCIAL MEDIA; POLITICAL COMMUNICATION; INTERNET; Populism; internet; DISCOURSE; PARTIES; opportunity structures; TWITTER; online media; PUBLICITY; special issue,WOS,402,,,,,,,
1438,journalArticle,2016,"Crawford, Kate; Gillespie, Tarleton",What is a flag for? Social media reporting tools and the vocabulary of complaint.,New Media & Society,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=113451191&site=ehost-live,"The flag is now a common mechanism for reporting offensive content to an online platform, and is used widely across most popular social media sites. It serves both as a solution to the problem of curating massive collections of user-generated content and as a rhetorical justification for platform owners when they decide to remove content. Flags are becoming a ubiquitous mechanism of governance—yet their meaning is anything but straightforward. In practice, the interactions between users, flags, algorithms, content moderators, and platforms are complex and highly strategic. Significantly, flags are asked to bear a great deal of weight, arbitrating both the relationship between users and platforms, and the negotiation around contentious public issues. In this essay, we unpack the working of the flag, consider alternatives that give greater emphasis to public deliberation, and consider the implications for online public discourse of this now commonplace yet rarely studied sociotechnical mechanism. [ABSTRACT FROM AUTHOR]",Social media; Twitter; Online social networks; Online information services; Facebook; platforms; YouTube; YouTube (Web resource); Community; norms; flagging; Ubiquitous computing,SocIndex,402,,,,,,,
296,journalArticle,2013,"Tufekci, Zeynep","""Not This One"": Social Movements, the Attention Economy, and Micro-Celebrity Networked Activism.",Conference Papers -- American Sociological Association,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=111793234&site=ehost-live,"The emergent new media ecology, in which participatory media are integrated to the structure of information flows globally, has fundamentally impacted the means of production and distribution of attention, a key resource for social movements. Attention itself is rarely examined directly in the scholarship of social movements; rather, it is often studied in relationship to means of delivering attention such as mass media or celebrities. This conflation of the resource, attention, and the pathways to acquire it, such as mass media, was less of a problem during the period mass media enjoyed a near monopoly on public attention. However, the paths between movement actors and public attention are increasingly multiplex, and include participatory methods through social media. In this paper, I first examine the concept of attention as a distinct analytic category apart from mass media; reevaluate social movement scholarship in light of weakening of the monopoly on public attention; and introduce a novel dynamic these new participatory means of production of attention bring about: the networked micro-celebrity activist. I examine this dynamic through a case study of an activist in Bahrain, and her use especially of Twitter, and raise questions for future research. [ABSTRACT FROM AUTHOR]",,SocIndex,401,,,,,,,
1047,journalArticle,2018,"Keller, Jessalynn; Mendes, Kaitlynn; Ringrose, Jessica",Speaking ‘unspeakable things’: documenting digital feminist responses to rape culture.,Journal of Gender Studies,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=126991825&site=ehost-live,"This paper examines the ways in which girls and women are using digital media platforms to challenge the rape culture they experience in their everyday lives; including street harassment, sexual assault, and the policing of the body and clothing in school settings. Focusing on three international cases, including the anti-street harassment site Hollaback!, the hashtag #BeenRapedNeverReported, and interviews with teenage Twitter activists, the paper asks:Whatexperiences of harassment, misogyny and rape culture are girls and women responding to?Howare girls and women using digital media technologies to document experiences of sexual violence, harassment, and sexism? And,whyare girls and women choosing to mobilize digital media technologies in such a way? Employing an approach that includes ethnographic methods such as semi-structured interviews, content analysis, discursive textual analysis, and affect theories, we detail a range of ways that women and girls are using social media platforms to speak about, and thus make visible, experiences of rape culture. We argue that this digital mediation enables new connections previously unavailable to girls and women, allowing them to redraw the boundaries between themselves and others. [ABSTRACT FROM AUTHOR]",Feminism; Twitter; Social movements; Rape culture; affect; activism; Digital media -- Social aspects; Female rape victims; Rape -- Social aspects; rape culture,SocIndex,395,,,,,,,
1357,journalArticle,2016,"Kreiss, Daniel",Seizing the moment: The presidential campaigns’ use of Twitter during the 2012 electoral cycle.,New Media & Society,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=117556251&site=ehost-live,"Drawing on interviews with staffers from the 2012 Obama and Romney presidential campaigns and qualitative content analysis of their Twitter feeds, this article provides the first inside look at how staffers used the platform to influence the agendas and frames of professional journalists, as well as appeal to strong supporters. These campaigns sought to influence journalists in direct and indirect ways, and planned their strategic communication efforts around political events such as debates well in advance. Despite these similarities, staffers cite that Obama’s campaign had much greater ability to respond in real time to unfolding commentary around political events given an organizational structure that provided digital staffers with a high degree of autonomy. After analyzing the ways staffers discuss effective communication on the platform, this article argues that at extraordinary moments campaigns can exercise what Isaac Reed calls “performative power,” influence over other actors’ definitions of the situation and their consequent actions through well-timed, resonant, and rhetorically effective communicative action and interaction. [ABSTRACT FROM AUTHOR]","Twitter (Web resource); Twitter; Content analysis; United States; social media; political communication; Political communication; Electoral politics; Organizational structure; United States presidential election, 2012; Obama, Barack, 1961-; Romney, Mitt, 1947-",SocIndex,394,,,,,,,
1335,journalArticle,2016,"Graham, Todd; Jackson, Dan; Broersma, Marcel","New platform, old habits? Candidates’ use of Twitter during the 2010 British and Dutch general election campaigns.",New Media & Society,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=114508020&site=ehost-live,"Twitter has become one of the most important online spaces for political communication practice and research. Through a hand-coded content analysis, this study compares how British and Dutch Parliamentary candidates used Twitter during the 2010 general elections. We found that Dutch politicians were more likely to use Twitter than UK candidates and on average tweeted over twice as much as their British counterparts. Dutch candidates were also more likely to embrace the interactive potential of Twitter, and it appeared that the public responded to this by engaging in further dialogue. We attribute the more conservative approach of British candidates compared to the Netherlands to historic differences in the appropriation of social media by national elites, and differing levels of discipline imposed from the central party machines. [ABSTRACT FROM AUTHOR]",Twitter (Web resource); United Kingdom; Elections; Twitter; Political campaigns; social media; politicians; Netherlands; Internet; Social media & politics; Comparative research; elections; Political candidates,SocIndex,392,,,,,,,
1816,journalArticle,2017,"Awan, I",Cyber-Extremism: Isis and the Power of Social Media,SOCIETY,10.1007/s12115-017-0114-0,,"The current crises in Syria has led to a number of Britons travelling abroad to fight with groups such as Isis. Capitalising on this growth, Isis are now increasingly fighting an online cyber war, with the use of slick videos, online messages of hate and even an app that all aim to radicalise and create a new generation of cyber jihadists. These modern day tools are helping Isis spread their propaganda and ideology to thousands of online sympathisers across the world. Indeed, the group has actively been using social media sites such as Twitter, Facebook and YouTube to recruit new would be members. This is being done through images and the streaming of violent online viral videos filmed and professionally edited that are targeting young and impressionable people. Portraying a glamorised and 'cool' image, Isis fighters are beginning to act as the new rock stars of global cyber jihad. The Internet therefore is becoming the virtual playground for extremist views to be reinforced and act as an echo chamber. This study analysed 100 different Facebook pages and 50 Twitter user accounts which generated over 2050 results and helped the author create a typology of seven key behaviour characteristics and motivations. The findings in this study confirmed the author's original hypothesis, i.e. online hate is being used by groups such as Isis for a variety of reasons such as recruitment and propaganda. Moreover, this material is coordinated and controlled by Isis as a means for publishing and sending out key messages.",Social media; INTERNET; Terrorism; SITES; NETWORKS; SELF-DISCLOSURE; Extremism; Cyber-terrorism; Isis; Online; Radicalisation; ANONYMITY,WOS,386,,,,,,,
1897,journalArticle,2017,"Williams, Matthew L.; Burnap, Pete; Sloan, Luke","Towards an Ethical Framework for Publishing Twitter Data in Social Research: Taking into Account Users’ Views, Online Context and Algorithmic Estimation.",Sociology,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=126598020&site=ehost-live,"New and emerging forms of data, including posts harvested from social media sites such as Twitter, have become part of the sociologist’s data diet. In particular, some researchers see an advantage in the perceived ‘public’ nature of Twitter posts, representing them in publications without seeking informed consent. While such practice may not be at odds with Twitter’s terms of service, we argue there is a need to interpret these through the lens of social science research methods that imply a more reflexive ethical approach than provided in ‘legal’ accounts of the permissible use of these data in research publications. To challenge some existing practice in Twitter-based research, this article brings to the fore: (1) views of Twitter users through analysis of online survey data; (2) the effect of context collapse and online disinhibition on the behaviours of users; and (3) the publication of identifiable sensitive classifications derived from algorithms. [ABSTRACT FROM AUTHOR]",Social media; Twitter (Web resource); Twitter; social media; Algorithms; Social sciences; algorithms; computational social science; context collapse; ethics; social data science; Sociologists,SocIndex,386,,,,,,,
611,journalArticle,2017,"Matamoros-Fernandez, A","Platformed racism: the mediation and circulation of an Australian race-based controversy on Twitter, Facebook and YouTube",INFORMATION COMMUNICATION & SOCIETY,10.1080/1369118X.2017.1293130,,"This article proposes the concept 'platformed racism' as a new form of racism derived from the culture of social media platforms. their design, technical affordances, business models and policies. and the specific cultures of use associated with them. Platformed racism has dual meanings: first, it evokes platforms as amplifiers and manufacturers of racist discourse and second, it describes the modes of platform governance that reproduce (but that can also address) social inequalities. The national and medium specificity of platformed racism requires nuanced investigation. As a first step, I examined platformed racism through a particular national race-based controversy, the booing of the Australian Football League Indigenous star Adam Goodes, as it was mediated by Twitter, Facebook and YouTube. Second, by using an issue mapping approach to social media analysis, I followed the different actors, themes and objects involved in this controversy to account for the medium specificity of platforms. Platformed racism unfolded in the Adam Goodes controversy as the entanglement between users' practices to disguise and amplify racist humour and abuse, and the contribution of platforms' features and algorithms in the circulation of overt and covert hate speech. In addition, the distributed nature of platforms' editorial practices. which involve their technical infrastructure, policies, moderators and users' curation of content. obscured the scope and type of this abuse. The paper shows that the concept of platformed racism challenges the discourse of neutrality that characterises social media platforms' self-representations, and opens new theoretical terrain to engage with their material politics.",SOCIAL MEDIA; Twitter; POLITICS; Racism; Facebook; digital methods; INEQUALITY; platforms; SHOW; WEB; YouTube,WOS,380,,,,,,,
62,journalArticle,2013,"González-Bailón, Sandra; Borge-Holthoefer, Javier; Moreno, Yamir",Broadcasters and Hidden Influentials in Online Protest Diffusion.,American Behavioral Scientist,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=88262182&site=ehost-live,"This article explores the growth of online mobilizations using data from the indignados (outraged) movement in Spain, which emerged under the influence of the revolution in Egypt and as a precursor to the global Occupy mobilizations. The data track Twitter activity around the protests that took place in May 2011, which led to the formation of camp sites in dozens of cities all over the country and massive daily demonstrations during the week prior to the elections of May 22. We reconstruct the network of tens of thousands of users and monitor their message activity for a month (April 25, 2011, to May 25, 2011). Using both the structure of the network and levels of activity in message exchange, we identify four types of users and analyze their role in the growth of the protest. Drawing from theories of online activism and research on information diffusion in networks, this article centers on the following two questions: How does protest information spread in online networks? And how do different actors contribute to the growth of activity? The article aims to inform the theoretical debate on whether digital technologies are changing the logic of collective action and to provide evidence of how new media facilitates the emergence of massive offline mobilizations. [ABSTRACT FROM PUBLISHER]",Social media; Mass mobilization; Information dissemination; social media; Spain; Digital technology; Collective action; Public demonstrations; Online social networks; Activism; Data analysis; Computer network resources; Social problems; Social influence; collective action; protests; networks; Occupy protest movement; information diffusion; Time's Person of the Year selections,SocIndex,374,,,,,,,
917,journalArticle,2013,"Procter, Rob; Vis, Farida; Voss, Alex",Reading the riots on Twitter: methodological innovation for the analysis of big data.,International Journal of Social Research Methodology,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=86688801&site=ehost-live,"For social scientists, the widespread adoption of social media presents both an opportunity and a challenge. Data that can shed light on people’s habits, opinions and behaviour is available now on a scale never seen before, but this also means that it is impossible to analyse using conventional methodologies and tools. This article represents an experiment in applying a computationally assisted methodology to the analysis of a large corpus of tweets sent during the August 2011 riots in England. [ABSTRACT FROM AUTHOR]",Big data; Twitter (Web resource); Microblogs; Twitter; crisis communication; social media; Data analysis; big data; Social media research; Social scientists; computational social science; England; Riots; riot; rumour,SocIndex,368,,,,,,,
430,journalArticle,2017,"Ince, J; Rojas, F; Davis, CA",The social media response to Black Lives Matter: how Twitter users interact with Black Lives Matter through hashtag use,ETHNIC AND RACIAL STUDIES,10.1080/01419870.2017.1334931,,"This paper focuses on the social media presence of Black Lives Matter (BLM). Specifically, we examine how social media users interact with BLM by using hashtags and thus modify the framing of the movement. We call this decentralized interaction with the movement ""distributed framing"". Empirically, we illustrate this idea with an analysis of 66,159 tweets that mention #BlackLivesMatter in 2014, when #BlackLivesMatter becomes prominent on social media. We also tally the other hashtags that appear with #BlackLivesMatter in order to measure how online communities influence the framing of the movement. We find that # BlackLivesMatter is associated with five types of hashtags. These hashtags mention solidarity or approval of the movement, refer to police violence, mention movement tactics, mention Ferguson, or express counter-movement sentiments. The paper concludes with hypotheses about the development of movement framings that can be addressed in future research.",social media; policing; social movements; online activism; MOVEMENTS; Framing; Black Lives Matter; DILEMMAS,WOS,363,,,,,,,
576,journalArticle,2017,"Bosch, T",Twitter activism and youth in South Africa: the case of #RhodesMustFall,INFORMATION COMMUNICATION & SOCIETY,10.1080/1369118X.2016.1162829,,"This article uses the South African student-led campaign known as Rhodes Must Fall, commonly referred to simply as #RMF, to explore youth activism and counter-memory via social networking site Twitter. The RMF campaign took place at the University of Cape Town and comprised student-led protests, which campaigned to remove the statue of British colonialist Cecil John Rhodes, as activists argued that it promoted institutionalized racism and promoted a culture of exclusion particularly for black students. Through a qualitative content analysis of tweets and a network analysis using NodeXL, this article argues that despite the digital divide in South Africa, and limited access to the internet by the majority of citizens, Twitter was central to youth participation during the RMF campaign, reflecting the politics and practices of counter-memory but also setting mainstream news agendas and shaping the public debate. The article further argues that the #RMF campaign can be seen a collective project of resistance to normative memory production. The analysis demonstrates how social media discussions should not be viewed as detached from more traditional media platforms, particularly, as in this case, they can set mainstream news agendas. Moreover, the article argues that youth are increasingly using social networking sites to develop a new biography of citizenship which is characterized by more individualized forms of activism. In the present case, Twitter affords youth an opportunity to participate in political discussions, as well as discussions of broader socio-political issues of relevance in contemporary South African society, reflecting a form of subactivism.",MEDIA; POLITICS; PARTICIPATION; youth; South Africa; #RhodesMustFall; campus activism; counter-memory; Twitter activism,WOS,356,,,,,,,
1125,journalArticle,2012,"Bruns, Axel; Stieglitz, Stefan",Quantitative Approaches to Comparing Communication Patterns on Twitter.,Journal of Technology in Human Services,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=83933452&site=ehost-live,"To date, the available literature mainly discusses Twitter activity patterns in the context of individual case studies, while comparative research on a large number of communicative events and their dynamics and patterns is missing. By conducting a comparative study of more than 40 different cases (covering topics such as elections, natural disasters, corporate crises, and televised events) we identify a number of distinct types of discussion that can be observed on Twitter. Drawing on a range of communicative metrics, we show that thematic and contextual factors influence the usage of different communicative tools available to Twitter users, such as original tweets, @replies, retweets, and URLs. Based on this first analysis of the overall metrics of Twitter discussions, we also demonstrate stable patterns in the use of Twitter in the context of major topics and events. [ABSTRACT FROM AUTHOR]",Practical politics; Twitter; Communication; Natural disasters; social media; Mass media; communicative patterns; Electronic publishing; media events; public communication,SocIndex,355,,,,,,,
1373,journalArticle,2018,"Haro-de-Rosario, Arturo; Sáez-Martín, Alejandro; del Carmen Caba-Pérez, María",Using social media to enhance citizen engagement with local government: Twitter or Facebook?,New Media & Society,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=127317669&site=ehost-live,"The social media are becoming a major channel of online interactive participation, and local governments are seizing this opportunity to enhance citizen engagement in political and social affairs. This article analyses the various forms of social media used - that is, Twitter or Facebook - by citizens in their relations with Spanish local government, to determine which of these achieves the strongest degree of commitment. We also analyse the influence of various factors on this level of commitment. The results obtained show that Facebook is preferred to Twitter as a means of participating in local government issues. Other factors that are relevant to citizen engagement are the level of online transparency, mood, the level of activity in social media and the interactivity offered by the local government website. The findings of this study contribute significantly to understanding how citizen engagement is influenced by the type of social media adopted. [ABSTRACT FROM AUTHOR]",Twitter (Web resource); Political participation; social media; Spain; Facebook (Web resource); engagement; Internet; Social media & politics; Determinants; interactive participation; Local government; sensitivity; Transparency in government,SocIndex,354,,,,,,,
