Unnamed: 0,Row,Item Type,Publication Year,Author,Title,Publication Title,DOI,Url,Abstract Note,Keywords,Database,Citation,"Social Movements, politics, policy, and Activism",News,Mis/Disinformation,Social Stratification or Segregation,Economic sociology,Health,Other,Altered Title
25,412,journalArticle,2012,"Smark, Ciorstan",Tribes in Personal Finance? The Dave Ramsey Phenomenon.,e-Journal of Social & Behavioural Research in Business,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=84604871&site=ehost-live,"Purpose: This paper explores the Dave Ramsey financial planning phenomenon (comprising his syndicated Radio Programs; Books on the New York Times Bestseller List; Twitter and Facebook presence; Program of Live events and seminars) and considers whether this financial planning phenomenon meets the criteria set out by Godin (2008, 13) for a ""tribe"" and by Foucault (1977) for a ""disciplinary Institution"". Design/methodology/approach: This paper employs a form of the Socratic or dialogue approach to explore and comment on various aspects of the tribe mentality that are evident in Dave Ramsey phenomenon. The discourse seeks to deconstruct the alignment of the phenomenon to discover the deeper ideological functions that emanate from the Tribe psychology. Post Script: The paper provides insights into some of the ramifications of personal financial planning arousing sufficient passion, interest and partisanship for members to define themselves to some extent as a member of the ""Ramsey Tribe"" are explored. [ABSTRACT FROM AUTHOR]","Twitter (Web resource); Facebook (Web resource); Best sellers; Dave Ramsey; Financial planning; Foucault; Noel Whittaker; Paul Clitheroe; Personal finance; Ramsey, Dave; Scott Pape; Seth Godin; Suze Orman; Tribes",SocIndex,2,,,,,,,,Tribes in Personal Finance? The Dave Ramsey Phenomenon.
26,2035,journalArticle,2012,"SOLMAZ, Başak; GÖRKEMLİ, H. Nur",Yeni Bir İletişim Alanı Olarak Sosyal Medya Kullanımı ve Konya Kadın Dernekleri Örneği.,Use Of Social Media As A New Communication Tool: The Case Of Konya Woman Associations.,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=90156522&site=ehost-live,"The role of media and communication technologies are changing rapidly. New communication technologies create new opportunities to people to share their thoughts and works, and they also provide a media where sharing and discussions took place. Unlike traditional mass media, social media creates a rapidly growing domain. The term social media covers online tools and web sites where the users interact each other by sharing their knowledge, ideas and areas of interest. With communication opportunities, which are brought by social media, the institutions and organizations can reach their target masses easily, and broadcast their messages smoothly. Social media tools are also effective in providing rapid and participatory intra-institutional communication. As a part of social media, social networking is not only an area of interpersonal communication, but it also reflects a new public space feature of internet. Non-governmental organizations also use social media to discuss their issues, spread the messages, and activate their members and supporters. In this study, besides the concept of social media and data of non-governmental organizations' use of social media; data of communication activities of two women's associations serving in Konya are presented. In the conclusion of the study, parallel to the associations' efforts to take part in printed media, their existence in social media is also questioned. The obtained data is interpreted in terms of communication, corporate communication, communication with target masses and their media relations. (English) [ABSTRACT FROM AUTHOR]",Social media; Information & communication technologies; Social Media; Corporate communications; Nongovernmental organizations; Sosyal Medya; Communication Technologies; Geleneksel Medya; İletişim Teknolojileri; Interpersonal communication; Kadın Dernekleri; Konya (Turkey); Non-Governmental; Sivil Toplum Örgütleri; Traditional Mass Media; Woman Association,SocIndex,N/A,,,,,,,,Yeni Bir İletişim Alanı Olarak Sosyal Medya Kullanımı ve Konya Kadın Dernekleri Örneği.
27,1259,journalArticle,2012,"Sullivan, Jonathan",A tale of two microblogs in China.,"Media, Culture & Society",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=79773050&site=ehost-live,The author examines the development of microblogging in China and discusses the influence of the unusual characteristics of the Chinese internet on Twitter community. He describes the competitiveness of the microblogging market in China. He says that Twitter in China has been used as a platform for activists and to build a sense of community among previously isolated individuals. He cites the strong regulatory environment as one factor that led to a highly unusual microblogging environment.,Twitter (Web resource); Microblogs; China; Internet; Blogs,SocIndex,248,,,,,,,,A tale of two microblogs in China.
28,1706,journalArticle,2012,"Takhteyev, Yuri; Gruzd, Anatoliy; Wellman, Barry",Geography of Twitter networks,Social Networks,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=70442496&site=ehost-live,"Abstract: The paper examines the influence of geographic distance, national boundaries, language, and frequency of air travel on the formation of social ties on Twitter, a popular micro-blogging website. Based on a large sample of publicly available Twitter data, our study shows that a substantial share of ties lies within the same metropolitan region, and that between regional clusters, distance, national borders and language differences all predict Twitter ties. We find that the frequency of airline flights between the two parties is the best predictor of Twitter ties. This highlights the importance of looking at pre-existing ties between places and people. [ABSTRACT FROM AUTHOR]",Social networks; Twitter (Web resource); Microblogs; Twitter; Social interaction; Online social networks; Air travel; Distance; Geography; Language; Nation-states; Proximity; Social contact,SocIndex,799,,,,,,,,Geography of Twitter networks
29,1239,journalArticle,2013,"Bastos, Marco Toledo; Raimundo, Rafael Luis Galdini; Travitzki, Rodrigo",Gatekeeping Twitter: message diffusion in political hashtags.,"Media, Culture & Society",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=86050360&site=ehost-live,"This article explores the structure of gatekeeping in Twitter by means of a statistical analysis of the political hashtags #FreeIran, #FreeVenezuela and #Jan25, each of which reached the top position in Twitter Trending Topics. We performed a statistical correlation analysis on nine variables of the dataset to evaluate if message replication in Twitter political hashtags was correlated with network topology. Our results suggest an alternative scenario to the dominant view regarding gatekeeping in Twitter political hashtags. Instead of depending on hubs that act as gatekeepers, we found that the intense activity of individuals with relatively few connections is capable of generating highly replicated messages that contributed to Trending Topics without relying on the activity of user hubs. The results support the thesis of social consensus through the influence of committed minorities, which states that a prevailing majority opinion in a population can be rapidly reversed by a small fraction of randomly distributed committed agents. [ABSTRACT FROM PUBLISHER]",Twitter (Web resource); Microblogs; Twitter; hashtags; International relations; internet; Minorities; Gatekeepers; Information resources management; #FreeIran; #FreeVenezuela; #Jan25; communication theory; gatekeeping; network theory; two-step flow theory,SocIndex,255,,,,,,,,Gatekeeping Twitter: message diffusion in political hashtags.
30,1163,journalArticle,2013,"Blackwood, Robert","French, language policy and new media.",Sociolinguistica,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=92707633&site=ehost-live,"The article examines the national standards of French language across the breadth of online media including online social networks and electronic message boards. Differences in usage patterns and goals for language between top-down and bottom-up linguistic construction are described, legislation pertaining to the commercial use of French is discussed, and the language used in the French version of the online encyclopedia Wikipedia and the online communication platform Twitter are examined using French musican David Guetta as an example. (English)","Twitter (Web resource); Online social networks; France; Text messages; Internet forums; History; Wikipedia; Language & the Internet; Guetta, David, 1967-; Language policy; Standards",SocIndex,12,,,,,,,,"French, language policy and new media."
31,835,journalArticle,2013,"Bruns, Axel; Highfield, Tim",POLITICAL NETWORKS ON TWITTER.,"Information, Communication & Society",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=87844694&site=ehost-live,"This paper examines patterns of political activity and campaigning onTwitterin the context of the 2012 election in the Australian state of Queensland. Social media have been a visible component of political campaigning in Australia at least since the 2007 federal election, withTwitter, in particular, rising to greater prominence in the 2010 federal election. At state level, however, they have remained comparatively less important thus far. In this paper, uses ofTwitterin the Queensland campaign from its unofficial start in February through to the election day of 24 March 2012 are tracked. Using innovative methodologies for analysing Twitter activities, developed by the research team, this study examines the overall patterns of activity in the relevant hashtag #qldvotes, and tracks specific interactions between politicians and other users by following some 80 Twitter accounts of sitting members of parliament and alternative candidates. Such analysis provides new insights into the different approaches to social media campaigning which were embraced by specific candidates and party organizations, as well as an indication of the relative importance of social media activities, at present, for state-level election campaigns. [ABSTRACT FROM AUTHOR]",Twitter (Web resource); Political participation; Elections; Australia; social media; Computer network resources; politics; Social media & politics; elections; Queensland; Internet in political campaigns; Queensland politics & government,SocIndex,268,,,,,,,,POLITICAL NETWORKS ON TWITTER.
32,300,journalArticle,2013,"Cherribi, Sam; Pesce, Matthew","Youth and the ""Arab Spring"": the Case of Morocco.",Conference Papers -- American Sociological Association,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=111791104&site=ehost-live,"What role do the current generation of Moroccan youth have in their countries future and the political and social climate after the Arab Spring? Is the relative stability of Morocco during Arab Spring due to the so-called Moroccan exception? This paper investigates the relationship between media and political, religious, as well as social values in mobilizing or demobilizing young Moroccans. Using data from the World Values Survey, the political and social climate leading up the Arab Spring is analyzed. Salient questions relating to the role of the Moroccan youth are addressed based on analysis of data. Why are young Moroccans not asking for regime change like the many of their peers in Tunisia, Egypt, Yemen and Syria? Are the nature of their political claims similar or different to the claims of youth in other Arab countries? [ABSTRACT FROM AUTHOR]",twitter; media; Arab Spring; politics; mobilization; YouTube; values; change; February 20; Islamists; Moroccan youth; protesters; texting; World Values Survey,SocIndex,6,,,,,,,,"Youth and the ""Arab Spring"": the Case of Morocco."
33,820,journalArticle,2013,"Christensen, Christian",WAVE-RIDING AND HASHTAG-JUMPING.,"Information, Communication & Society",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=87844699&site=ehost-live,"With the description of the 2012 election as the ‘most tweeted’ political event in US history in mind, considering the relative media invisibility of the so-called ‘third-party’ presidential candidates in the US election process, and utilizing the understanding of retweeting as conversational practice, the purpose of this paper is to examine the use of Twitter by the four main ‘third-party’ US presidential candidates in the run-up to the 2012 presidential election in order to better understand (1) the volume of tweets produced by the candidates; (2) the level of interaction by followers in the form of retweeting candidate/party tweets; and, (3), the subject and content of the tweets most retweeted by followers of the respective parties. The ultimate goal of the paper is to generate a broader picture of how Twitter was utilized by minority party candidates, as well as identifying the issues which led followers (and their respective followers) to engage in the ‘conversational’ act of retweeting. [ABSTRACT FROM AUTHOR]","Twitter (Web resource); Microblogs; twitter; United States; social media; Social interaction; Political communication; politics; media studies; Presidential candidates; third party; United States presidential election, 2012",SocIndex,122,,,,,,,,WAVE-RIDING AND HASHTAG-JUMPING.
34,3,journalArticle,2013,"Dunne, Mary",An alcohol and other drugs library: building capacity and adding value.,Addiction,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=84943470&site=ehost-live,"The article discusses The Irish National Drugs Strategy (INDS) in the context of an editorial by Mitchell et al about the shutting down of addiction libraries and databases in the U.S. The author states that INDS provides online access to research material some of which is provided through twitter, rich site summary (RSS) and a national news letter. The library also provides training sessions to students at certificate, diploma, and postgraduate levels.",internet; information dissemination; Alcohol and drugs; Alcoholism; digital repositories; evidence based practice; Information resources & economics; librarians; libraries; Libraries; library; research to practice; services,SocIndex,N/A,,,,,,,,An alcohol and other drugs library: building capacity and adding value.
35,769,journalArticle,2013,"Earl, Jennifer; McKee Hurwitz, Heather; Mejia Mesinas, Analicia; Tolan, Margaret; Arlotti, Ashley",THIS PROTEST WILL BE TWEETED.,"Information, Communication & Society",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=86995041&site=ehost-live,"This article examines the use of Twitter at protests surrounding the G20 meetings held in Pittsburgh, PA in September 2009. Based on work on information communication technologies and protest, and on more recent work on Twitter usage at protests, we develop several hypotheses about the content of tweets during protests. Most significantly, we argue that Twitter is a widely available mobile social networking tool that can be used to reduce information asymmetries between protesters and police. Examining the content of 30,296 tweets over a nine-day period, we find that protesters frequently used Twitter to share information, including information about protest locations, as well as the location and actions of police, which is information that was formerly monopolized by the police. Twitter use may be creating a new dynamic in protester and police interaction toward information symmetries. We conclude by identifying implications for policing practices and for protesters. [ABSTRACT FROM AUTHOR]",Social networks; Twitter (Web resource); Twitter; Social movements; protest; information asymmetry; protest policing; repression; Police attitudes; Communication & technology; Monopolies; Repression (Psychology),SocIndex,204,,,,,,,,THIS PROTEST WILL BE TWEETED.
36,590,journalArticle,2013,"Enli, GS; Skogerbo, E",PERSONALIZED CAMPAIGNS IN PARTY-CENTRED POLITICS: Twitter and Facebook as arenas for political communication,INFORMATION COMMUNICATION & SOCIETY,10.1080/1369118X.2013.782330,,"Social media like Facebook and Twitter place the focus on the individual politician rather than the political party, thereby expanding the political arena for increased for personalized campaigning. The need to use social media to communicate a personal image as a politician and to post personalized messages online seems less obvious in a party-centred system such as the Norwegian. Within this framework, the personalized and dialogical aspects of social media may be contradicted by the political parties' structural communication strategies. The article uses data from interviews and status updates from two Norwegian election campaigns and asks for what purposes Norwegian politicians use social media as a tool for political communication. The findings show that politicians' report both marketing and dialogue with voters as motives for their social media use and their practices varied, too. Politicians' reported motive to use social media for marketing purposes was reflected in their actual use. The preferred social media platform for marketing purposes was Facebook. Twitter was more used for continuous dialogue compared to Facebook. Social media marketing was personalized and involved private exposure and individual initiatives. The article concludes by indicating hypotheses and need for further research.",Twitter; social media; Facebook; CANDIDATES; election campaigns; ELECTION NEWS COVERAGE; Norway; SWEDEN,WOS,917,,,,,,,,PERSONALIZED CAMPAIGNS IN PARTY-CENTRED POLITICS: Twitter and Facebook as arenas for political communication
37,1440,journalArticle,2013,"John, Nicholas A.",Sharing and Web 2.0: The emergence of a keyword.,New Media & Society,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=85788277&site=ehost-live,"The article discusses the attributes of Web 2.0 Internet technology in the context of sharing users' personal information through social networking sites. It highlights the emergence of sharing features of various social networking sites including Facebook, Flickr, and Twitter through which users can share their pictures and other on-going activities at a click of web-based links. It highlights that the Web 2.0 based Internet technology has increased the participation of users in various political, social and other community cause. It also discusses various aspects of sharing personal information of users online.",Twitter (Web resource); Facebook (Web resource); Online social networks; Web 2.0; Hyperlinks; Flickr (Web resource),SocIndex,592,,,,,,,,Sharing and Web 2.0: The emergence of a keyword.
38,1138,journalArticle,2013,"Lubarsky, Jilian",Join the #AGS13 Twitter Conversation.,Journal of the American Geriatrics Society,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=86699612&site=ehost-live,The article reports on opportunities which members of the American Geriatrics Society have to become annual meeting Twitter correspondents for the society's 2013 annual general meeting and presents information on joining the online social media site Twitter.,Social media; Conferences & conventions; American Geriatrics Society; Business networks,SocIndex,N/A,,,,,,,,Join the #AGS13 Twitter Conversation.
39,1023,journalArticle,2013,"Marres, Noortje; Weltevrede, Esther",SCRAPING THE SOCIAL?,Journal of Cultural Economy,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=89600567&site=ehost-live,"This paper investigates the device of scraping, a technique for the automated capture of online data, and its application in social research. We ask how this ‘medium-specific’ technique for data collection may be rendered analytically productive for social research. We argue that, as a technique that is currently beingimportedinto social research, scraping has the capacity to re-structure research in at least two ways. Firstly, as a technique that is not native to social research, scraping risks introducing ‘alien’ analytic assumptions such as a pre-occupation with freshness. Secondly, to scrape is to risk importing into our inquiry categories that are prevalent in the social practices and devices enabled by online media: scraping makes availablealready formatteddata for social research. Scraped data, and online social data more generally, tend to come with analytics already built in. The pre-ordered nature of captured online data is often approached as a ‘problem’, but we propose it may be turned into a virtue, insofar as data formats that have currency in the practices under scrutiny may serve as a source of social data themselves. Scraping, we propose, makes it possible to render traffic between the object and process of social research analytically productive. It enables a form of ‘live’ social research, in which the formats and life cycles of online data may lend structure to the analytic objects and findings of social research. We demonstrate this point in an exercise of online issue profiling, and more particularly, by relying on Twitter and Google to track the issues of ‘austerity’ and ‘crisis’ over time. Here we distinguish between two forms of real-time research, those dedicated to monitoringlivecontent (which terms are current?) and those concerned with analysing thelivelinessof issues (which topics are happening?). [ABSTRACT FROM AUTHOR]",Acquisition of data; digital methods; science and technology studies; Social processes; Web analytics; digital social research; Online profiling; automated information extraction; information formats; live sociology; Online data processing; real-time research,SocIndex,466,,,,,,,,SCRAPING THE SOCIAL?
40,1793,journalArticle,2013,"Sismondo, Sergio",Editorial.,"Social Studies of Science (Sage Publications, Ltd.)",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=86217247&site=ehost-live,"An introduction announces that the journal added Adam Hedgecoe and Charis Thompson as collaborating editors, created its first podcast of an interview of French philosopher Bruno Latour regarding his book ""An Inquiry into Modes of Existence,"" and added twitter feeds to the journal's offerings available at https://twitter.com/#!/Soc_ Stud_Sci.",Microblogs; Science & society; Science periodical publishing,SocIndex,160,,,,,,,,Editorial.
41,1000,journalArticle,2013,"Theriot, Matthew T.",From the Guest Editor.,Journal of Baccalaureate Social Work,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=89596237&site=ehost-live,"An introduction to the journal is presented in which the editor discusses various articles published within the issue including one by Jessica Ritter on a new approach for teaching policy to millennial Bachelor of Social Work (BSW) students, one by Laurel Iverson Hitchcock and Andrew Battista on the use of Twitter as a tool for helping students develop skills and one by Jessica Averitt Taylor, Caroline Macke and James Taylor on the benefits of team-based learning as a teaching method.",Learning; Social work students; Teaching,SocIndex,27,,,,,,,,From the Guest Editor.
42,2002,journalArticle,2013,"Whitson, Jennifer R.",Gaming the Quantified Self.,Surveillance & Society,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=90656733&site=ehost-live,"Gamification combines the playful design and feedback mechanisms from games with users' social profiles (e.g. Facebook, twitter, and LinkedIn) in non-game applications. Successful gamification practices are reliant on encouraging playful subjectivities so that users voluntarily expose their personal information, which is then used to drive behavioural change (e.g. weight loss, workplace productivity, educational advancement, consumer loyalty, etc.). The pleasures of play, the promise of a 'game', and the desire to level up and win are used to inculcate desirable skill sets and behaviours. Gamification is rooted in surveillance; providing real-time feedback about users' actions by amassing large quantities of data and then simplifying this data into modes that easily understandable, such as progress bars, graphs and charts. This article provides an introduction to gamification for surveillance scholars. I first provide brief definitions of gamification, games and play, linking the effectiveness of gamification to the quantification of everyday life. I then explain how the quantification in gamification is different from the quantification in both analog spaces and digital non-game spaces. Next, I draw from governmentality studies to show how quantification is leveraged in terms of surveillance. I employ three examples to demonstrate the social effects and impacts of gamified behaviour. These examples range from using self-surveillance to gamify everyday life, to the participatory surveillance evoked by social networking services, to the hierarchical surveillance of the gamified call-centre. Importantly, the call-centre example becomes a limit case, emphasizing the inability to gamify all spaces, especially those framed by work and not play. This leads to my conclusion, arguing that without knowing first what games and play are, we cannot accurately respond to and critique the playful surveillant technologies leveraged by gamification. [ABSTRACT FROM AUTHOR]",Social media; Social networks; Facebook (Web resource); Technological innovations; Internet users; Gambling,SocIndex,463,,,,,,,,Gaming the Quantified Self.
43,886,journalArticle,2014,"Agarwal, Sheetal D.; Barthel, Michael L.; Rost, Caterina; Borning, Alan; Bennett, W. Lance; Johnson, Courtney N.",Grassroots organizing in the digital age: considering values and technology in Tea Party and Occupy Wall Street.,"Information, Communication & Society",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=94573691&site=ehost-live,"Power dynamics shape, and are shaped by, the tools used by participants in social movements. In this study we explore the values, attitudes, and beliefs of Tea Party and Occupy Wall Street stakeholders as they relate to their use of technology. This multi-method study applies the lens of value sensitive design [VSD; Friedman, B. (Ed.) (1997).Human values and the design of computer technology(vol. 72). Cambridge: Cambridge University Press] to examine stakeholder values and sites of value tension. We contextualize our findings with qualitative observation of how these values are reflected in each organization's online spaces, including Facebook, Twitter, and key organizational websites, as well as private spaces such as email. We found liberty, the value most mentioned by Tea Party members, was not reflected in the movement's organizational websites and Facebook pages, where user autonomy is frequently undermined. However, the Occupy value of equality is supported in the movement's web presence. We also found a set of shared central values – privacy and security, inclusion, and consensus – underlying both Tea Party and Occupy's approach to organization and participation. Value tensions around privacy and inclusion emerged for both groups, as some members opted not to use these tools due to security concerns and leaders struggled to adapt their communication strategies accordingly. This study provides insight into the adoption and contestation of different technological tools within grassroots social movements, how those decisions are shaped by core values, and how conflicts over the use of digital tools can result from tension between how different stakeholders prioritize those values. [ABSTRACT FROM AUTHOR]",Social psychology; digital media; Collective action; Digital media; Digital communications; ICTs; Occupy; collective action; Computer engineering; Computer industry; Tea Party; value-sensitive design,SocIndex,106,,,,,,,,Grassroots organizing in the digital age: considering values and technology in Tea Party and Occupy Wall Street.
44,1548,journalArticle,2014,"Antoci, Angelo; Sabatini, Fabio; Sodini, Mauro",Bowling alone but tweeting together: the evolution of human interaction in the social networking era.,Quality & Quantity,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=96538099&site=ehost-live,"The objective of this paper is to theoretically analyze how human interaction may evolve in a world characterized by the explosion of online networking and other Web-mediated ways of building and nurturing relationships. The analysis shows that online networking yields a storage mechanism through which any individual contribution-e.g. a blog post, a comment, or a photo-is stored within a particular network and ready for virtual access by each member who connects to the network. When someone provides feedback, for example by commenting on a note, or by replying to a message, the interaction is finalized. These interactions are asynchronous, i.e. they allow individuals to relate in different moments, whenever they have time to. When the social environment is poor of participation opportunities and/or the pressure on time increases (for example due to the need to increase the working time), the stock of information and ties stored in the Internet can help individuals to defend their sociability. [ABSTRACT FROM AUTHOR]",Social networks; Microblogs; Online social networks; Facebook; Internet; Computer-mediated communication; Social capital; Social factors; Sociability; Internet surveys; Bowling; Online networking,SocIndex,68,,,,,,,,Bowling alone but tweeting together: the evolution of human interaction in the social networking era.
45,193,journalArticle,2014,"Bennett, James; Thomas, Sarah",Tweet celebrity.,Celebrity Studies,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=99801074&site=ehost-live,"The article discusses significance of studies of celebrity and Twitter to analyze relationship between audience and celebrity. Topics discussed include case studies of Twitter stream of individual celebrity, empirical analysis of quantitative reception data and traditional media coverage of the platform, and discussions or dialogue between celebrities to analyze the role of Twitter in contemporary celebrity culture.",Twitter (Web resource); Mass media; Celebrities; Quantitative research; Mass media & celebrities,SocIndex,9,,,,,,,,Tweet celebrity.
46,1423,journalArticle,2014,"Ceron, Andrea; Curini, Luigi; Iacus, Stefano M; Porro, Giuseppe",Every tweet counts? How sentiment analysis of social media can improve our knowledge of citizens’ political preferences with an application to Italy and France.,New Media & Society,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=94517266&site=ehost-live,"The growing usage of social media by a wider audience of citizens sharply increases the possibility of investigating the web as a device to explore and track political preferences. In the present paper we apply a method recently proposed by other social scientists to three different scenarios, by analyzing on one side the online popularity of Italian political leaders throughout 2011, and on the other the voting intention of French Internet users in both the 2012 presidential ballot and the subsequent legislative election. While Internet users are not necessarily representative of the whole population of a country’s citizens, our analysis shows a remarkable ability for social media to forecast electoral results, as well as a noteworthy correlation between social media and the results of traditional mass surveys. We also illustrate that the predictive ability of social media analysis strengthens as the number of citizens expressing their opinion online increases, provided that the citizens act consistently on these opinions. [ABSTRACT FROM PUBLISHER]",Sentiment analysis; Elections; sentiment analysis; Public opinion; social media; Social media research; electoral campaign; Social scientists; text mining; text analytics; Analysis of public opinion; political forecast; Political forecasting,SocIndex,698,,,,,,,,Every tweet counts? How sentiment analysis of social media can improve our knowledge of citizens’ political preferences with an application to Italy and France.
47,209,journalArticle,2014,"Clifford, Katrina",Amanda Knox: a picture of innocence.,Celebrity Studies,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=99801075&site=ehost-live,"The article offers information on tweets made by Amanda Knox, an American women who is convicted in the murder of British exchange student, Meredith Kercher in 2007 in Italy, declaring SIAMO INNOCENTI or ""We Are Innocent."" Topics discussed include opinion of British media commentator Roy Greenslade on the murder of Meredith Kercher, intimacy of interpersonal conversation and ambiguities of Knox's pre-existing mediated identity and claims of innocence.","Italy; Microblogs; Greenslade, Roy; Innocence (Psychology); Knox, Amanda, 1987-",SocIndex,11,,,,,,,,Amanda Knox: a picture of innocence.
48,999,journalArticle,2014,"Daly, Mary E.; Mansfield, John K.",A Study of the Relevance of Social Network Sites and Ethics Involving Undergraduate Students.,Journal of Baccalaureate Social Work,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=109580970&site=ehost-live,"The use of social networking sites (SNSs) has evolved rapidly this past decade with little concern for privacy. This study examines undergraduate students’ use of SNSs and online privacy preferences. Eighty-five students in social work classes were surveyed to determine the frequency of SNS access and privacy control usage. Student participants accessed SNSs (97.6%) more than the general population (72%) surveyed by the Pew Research Internet Project (Brenner & Smith, 2013). Most students restricted access to their profiles through friends-only privacy settings and took steps to eliminate unwanted posts. However, regrets over personal posts were still commonplace. The 2005 National Association of Social Workers and Association of Social Work Boards ethical standards suggest establishing professional boundaries and safeguarding personal information as part of technologically proficient practice. Social work educational programs should provide training on privacy risk management to protect students from unwanted and potentially career damaging disclosures on Facebook, MySpace, Twitter, and other Internet sites. [ABSTRACT FROM AUTHOR]",social media; social work education; ethics; undergraduate students; online privacy,SocIndex,6,,,,,,,,A Study of the Relevance of Social Network Sites and Ethics Involving Undergraduate Students.
49,696,journalArticle,2014,"Huang, RG; Sun, XY","Weibo network, information diffusion and implications for collective action in China",INFORMATION COMMUNICATION & SOCIETY,10.1080/1369118X.2013.853817,,"This study examines information diffusion and the follower network among a group of Sina Weibo users interested in homeowner associations. Using social network analysis techniques, this paper explores the network structure, the formation of follower relations and information diffusion. It reveals that micro-blogging is an important online platform because it can conveniently and inexpensively foster public online issue-networks beyond geographical boundaries. Specifically, Weibo has the potential to enable cross-province networking and communication, although geographical proximity is still at work; the trustworthiness of micro-blog users indirectly contributes to information diffusion by facilitating the formation of follower relations; and issue-specific follower networks facilitate information diffusion pertinent to the issue at stake. These findings suggest that micro-blogging services might have long-term effects on collective action by fostering issue-networks among civil society organizations or activists in different provinces.",TECHNOLOGY; CENSORSHIP; MOVEMENT; China; MODELS; STATE; information diffusion; TWITTER; BLOGOSPHERE; BLOGS; issue-networks; micro-blogging; URBAN,WOS,208,,,,,,,,"Weibo network, information diffusion and implications for collective action in China"
50,1149,journalArticle,2014,"Marwick, Alice; boyd, danah",‘It's just drama’: teen perspectives on conflict and aggression in a networked era.,Journal of Youth Studies,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=98775160&site=ehost-live,"Contemporary youth conflict often plays out through social media like Facebook and Twitter. ‘Drama’ is an emergent concept describing performative, interpersonal conflict that takes place in front of an active, engaged audience, often on social media. Using ethnographic data, this paper examines how American teenagers conceptualize the term drama; the relationship between drama and social media; and the implications drama has for understanding contemporary teenage conflict. The emic use of drama distances teens from practices conceptualized by adults as bullying or relational aggression, while acknowledging the role of the audience in social media interactions. Drama also serves to reinforce the conventional gendered norms of high school, perpetrating the systemic undervaluing of feminine subjects and re-inscribing heteronormativity. Understanding how drama operates helps illuminate how widespread use of social media among teenagers has altered dynamics of aggression and conflict. [ABSTRACT FROM AUTHOR]",Social media; Twitter (Web resource); Communication; social media; Facebook (Web resource); youth; Aggression (Psychology); Adolescent psychology; bullying; drama; relational aggression; teenagers,SocIndex,216,,,,,,,,‘It's just drama’: teen perspectives on conflict and aggression in a networked era.
